Site,Plot,OpenSkyrep1,Openskyrep2,Lightrep1ab,Lightrep1be,Lightrep2ab,Lightrep2be,Lightrep3ab,Lightrep3be,ANPPgrass,ANPPwoody,ANPPforb,ANPPpyd,ANPPpine,TreeNum,FRI,FRIRatio,TimeSinceLastBurn,Season ,Region,GSavglowtemp,GSavghightemp,GSprecip ,Elevation,USEcoregions4
CFP3,4,1603,1840,457,403,289,251,303,250,11.54,,,1.03,7.62,0,1.86,0.57142857,0,1,Sandhills,15.63,27.94,732.79,106.07,SandHills
CFP3,5,1603,1840,521,324,437,291,511,403,3.86,,,1.8,12.8,1,1.86,0.57142857,0,1,Sandhills,15.63,27.94,732.79,106.07,SandHills
CFP3,6,1603,1840,1378,1173,1024,567,780,734,5.55,,,0.85,10.58,0,1.86,0.57142857,0,1,Sandhills,15.63,27.94,732.79,106.07,SandHills
CFP3,7,1603,1840,1254,892,1544,914,1516,1138,8.38,,,1.53,20.73,0,1.86,0.57142857,0,1,Sandhills,15.63,27.94,732.79,106.07,SandHills
CFP3,8,1603,1840,1296,1094,1368,1281,1096,914,3.31,,,0.13,20.56,0,1.86,0.57142857,0,1,Sandhills,15.63,27.94,732.79,106.07,SandHills
CFP3,9,1603,1840,1556,1168,1528,1115,1454,1280,11.32,,,1.95,11.73,1,1.86,0.57142857,0,1,Sandhills,15.63,27.94,732.79,106.07,SandHills
CFP3,10,1603,1840,779,695,919,832,494,336,14.58,,,2.04,19.5,0,1.86,0.57142857,0,1,Sandhills,15.63,27.94,732.79,106.07,SandHills
CFP3,11,1603,1840,1502,1442,1481,1026,1605,1225,8.69,,,1.91,15.35,1,1.86,0.57142857,0,1,Sandhills,15.63,27.94,732.79,106.07,SandHills
CFP3,12,1603,1840,1600,1329,825,346,449,350,4.17,0.35,,1.6,16.89,1,1.86,0.57142857,0,1,Sandhills,15.63,27.94,732.79,106.07,SandHills
CFP3,13,1603,1840,437,325,577,292,1378,881,6.87,,,0.56,17.89,0,1.86,0.57142857,0,1,Sandhills,15.63,27.94,732.79,106.07,SandHills
CFP3,14,1603,1840,1703,899,1402,1303,1651,1380,10.04,,0.34,0.46,9.2,1,1.86,0.57142857,0,1,Sandhills,15.63,27.94,732.79,106.07,SandHills
CFP3,15,1603,1840,1629,1143,1570,1189,921,428,17.27,,,2.4,15.62,1,1.86,0.57142857,0,1,Sandhills,15.63,27.94,732.79,106.07,SandHills
CFP3,16,1603,1840,1682,1271,1603,1018,,,6.51,,,1.11,18.41,0,1.86,0.57142857,0,1,Sandhills,15.63,27.94,732.79,106.07,SandHills
CFP3,17,1603,1840,367,311,297,231,228,224,,,,,22.9,0,1.86,0.57142857,0,1,Sandhills,15.63,27.94,732.79,106.07,SandHills
CFP3,18,1603,1840,1332,1148,815,507,762,535,7.08,0.34,,0.81,19.56,1,1.86,0.57142857,0,1,Sandhills,15.63,27.94,732.79,106.07,SandHills
CFP3,19,1603,1840,1643,989,1304,762,925,494,20.85,,,3.94,17.88,0,1.86,0.57142857,0,1,Sandhills,15.63,27.94,732.79,106.07,SandHills
CFP3,20,1603,1840,994,585,1726,940,537,438,4.52,,,1.03,20.6,0,1.86,0.57142857,0,1,Sandhills,15.63,27.94,732.79,106.07,SandHills
CFP3,21,1603,1840,786,546,1709,1356,1410,1080,8.31,0.68,,1.47,24.97,1,1.86,0.57142857,0,1,Sandhills,15.63,27.94,732.79,106.07,SandHills
CFP3,22,1603,1840,1738,1486,1485,1216,1617,404,6.72,,,1.45,24.1,1,1.86,0.57142857,0,1,Sandhills,15.63,27.94,732.79,106.07,SandHills
CFP3,23,1603,1840,1371,972,1713,1462,1131,262,9.37,,,1.55,19.48,0,1.86,0.57142857,0,1,Sandhills,15.63,27.94,732.79,106.07,SandHills
CFP3,24,1603,1840,1504,1134,788,303,444,362,6.85,,,1.35,20.4,0,1.86,0.57142857,0,1,Sandhills,15.63,27.94,732.79,106.07,SandHills
CFP3,25,1603,1840,1693,1469,1816,1795,877,602,18.17,,,3.31,13.67,1,1.86,0.57142857,0,1,Sandhills,15.63,27.94,732.79,106.07,SandHills
CACR1,1,1608,1864,1571,824,390,359,894,579,9.78,1.76,,11.1,21.75,0,5,0.23809523,0,1,Sandhills,15.63,27.94,732.79,75.23,SandHills
CACR1,2,1608,1864,1571,1276,363,105,903,240,17.64,3.21,,14.45,27.71,0,5,0.23809523,0,1,Sandhills,15.63,27.94,732.79,75.23,SandHills
CACR1,3,1608,1864,1133,249,853,463,229,138,4.06,4.94,,5,34.32,0,5,0.23809523,0,1,Sandhills,15.63,27.94,732.79,75.23,SandHills
CACR1,4,1608,1864,1017,498,769,444,979,617,10.36,3.04,,2.22,38.72,0,5,0.23809523,0,1,Sandhills,15.63,27.94,732.79,75.23,SandHills
CACR1,5,1608,1864,401,262,751,482,301,217,11.14,10.17,1.51,5.17,39.36,0,5,0.23809523,0,1,Sandhills,15.63,27.94,732.79,75.23,SandHills
CACR1,6,1608,1864,366,159,1174,793,785,647,3.26,7.74,,3,64.83,1,5,0.23809523,0,1,Sandhills,15.63,27.94,732.79,75.23,SandHills
CACR1,7,1608,1864,482,180,1318,1226,1629,1112,11.76,3.37,0.55,7.44,70.01,0,5,0.23809523,0,1,Sandhills,15.63,27.94,732.79,75.23,SandHills
CACR1,8,1608,1864,1449,997,1594,1245,1649,1466,9.02,2.1,1.19,4.72,65.72,0,5,0.23809523,0,1,Sandhills,15.63,27.94,732.79,75.23,SandHills
CACR1,9,1608,1864,1685,725,1657,1048,1609,1321,8.55,1.87,,5.03,46.72,1,5,0.23809523,0,1,Sandhills,15.63,27.94,732.79,75.23,SandHills
CACR1,10,1608,1864,1698,1425,1681,582,1630,1177,3.26,,3.71,0.93,69.03,1,5,0.23809523,0,1,Sandhills,15.63,27.94,732.79,75.23,SandHills
CACR1,11,1608,1864,1041,457,1595,246,1654,789,,,11.82,,90.76,0,5,0.23809523,0,1,Sandhills,15.63,27.94,732.79,75.23,SandHills
CACR1,12,1608,1864,886,690,1472,1265,1683,1064,,1.76,6.87,,54.77,0,5,0.23809523,0,1,Sandhills,15.63,27.94,732.79,75.23,SandHills
CACR1,13,1608,1864,1113,905,342,285,1653,1246,5.95,3.13,,3.8,60.13,1,5,0.23809523,0,1,Sandhills,15.63,27.94,732.79,75.23,SandHills
CACR1,14,1608,1864,1636,989,1698,1229,1636,351,14.25,2.09,1.6,6.52,71.21,0,5,0.23809523,0,1,Sandhills,15.63,27.94,732.79,75.23,SandHills
CACR1,15,1608,1864,1218,696,1033,888,127,107,6.63,1.71,,3.87,78.04,2,5,0.23809523,0,1,Sandhills,15.63,27.94,732.79,75.23,SandHills
CACR1,16,1608,1864,186,97,129,107,538,401,5.67,2.21,1.42,2.01,61.88,0,5,0.23809523,0,1,Sandhills,15.63,27.94,732.79,75.23,SandHills
CACR1,17,1608,1864,1682,1160,886,413,1694,834,6.63,,,1.16,60.57,0,5,0.23809523,0,1,Sandhills,15.63,27.94,732.79,75.23,SandHills
CACR1,18,1608,1864,406,294,485,93,461,111,7.47,2.11,,2.09,49.31,0,5,0.23809523,0,1,Sandhills,15.63,27.94,732.79,75.23,SandHills
CACR1,19,1608,1864,1607,1238,465,435,553,332,,4.41,,,63.04,0,5,0.23809523,0,1,Sandhills,15.63,27.94,732.79,75.23,SandHills
CACR1,20,1608,1864,394,296,408,232,892,309,,,15.21,,110.23,0,5,0.23809523,0,1,Sandhills,15.63,27.94,732.79,75.23,SandHills
CACR1,21,1608,1864,1302,1056,476,141,387,164,14.25,2.39,,2.5,89.4,1,5,0.23809523,0,1,Sandhills,15.63,27.94,732.79,75.23,SandHills
CACR1,22,1608,1864,1668,1006,1669,760,935,416,8.27,5.86,,3.97,90.89,1,5,0.23809523,0,1,Sandhills,15.63,27.94,732.79,75.23,SandHills
CACR1,23,1608,1864,1700,1614,1675,721,1474,802,10.14,1.37,,5.98,48.29,0,5,0.23809523,0,1,Sandhills,15.63,27.94,732.79,75.23,SandHills
CACR1,24,1608,1864,591,194,701,371,208,87,3.66,0.81,,2.16,72.06,1,5,0.23809523,0,1,Sandhills,15.63,27.94,732.79,75.23,SandHills
CACR1,25,1608,1864,1757,531,153,126,266,108,10.45,1.43,8.48,4.97,39.73,0,5,0.23809523,0,1,Sandhills,15.63,27.94,732.79,75.23,SandHills
CACR2,1,1708,1761,475,319,550,376,548,250,13.88,10.05,4.07,1.01,13.99,0,5,0.23809523,0,0,Sandhills,15.63,27.94,732.79,57.68,SandHills
CACR2,2,1708,1761,269,120,211,179,1431,538,15.55,4.59,,0.91,22.05,0,5,0.23809523,0,0,Sandhills,15.63,27.94,732.79,57.68,SandHills
CACR2,3,1708,1761,337,265,646,208,707,590,9.51,,3.5,0.32,46.44,1,5,0.23809523,0,0,Sandhills,15.63,27.94,732.79,57.68,SandHills
CACR2,4,1708,1761,1049,622,1483,924,830,526,14.19,0.35,5.1,0.83,29.01,1,5,0.23809523,0,0,Sandhills,15.63,27.94,732.79,57.68,SandHills
CACR2,5,1708,1761,1167,746,692,639,283,175,4.42,2.26,5.93,0.4,23.33,0,5,0.23809523,0,0,Sandhills,15.63,27.94,732.79,57.68,SandHills
CACR2,6,1708,1761,1472,1271,542,440,987,741,,0.83,,,37.74,0,5,0.23809523,0,0,Sandhills,15.63,27.94,732.79,57.68,SandHills
CACR2,7,1708,1761,402,140,554,283,351,295,3.07,,4.45,,40.67,0,5,0.23809523,0,0,Sandhills,15.63,27.94,732.79,57.68,SandHills
CACR2,8,1708,1761,1571,782,1025,981,1595,1330,8.78,1.98,,0.31,31.42,0,5,0.23809523,0,0,Sandhills,15.63,27.94,732.79,57.68,SandHills
CACR2,9,1708,1761,986,699,745,113,492,338,11.65,8.12,0.61,1.43,29.18,0,5,0.23809523,0,0,Sandhills,15.63,27.94,732.79,57.68,SandHills
CACR2,10,1708,1761,313,266,1524,928,630,380,6.77,7.06,,1..65,15.46,0,5,0.23809523,0,0,Sandhills,15.63,27.94,732.79,57.68,SandHills
CACR2,11,1708,1761,1566,1058,1600,1080,1162,574,14.95,4.22,19.45,1.75,10.6,0,5,0.23809523,0,0,Sandhills,15.63,27.94,732.79,57.68,SandHills
CACR2,12,1708,1761,1638,1276,1603,831,1551,737,22.4,,1.22,2.08,20.78,0,5,0.23809523,0,0,Sandhills,15.63,27.94,732.79,57.68,SandHills
CACR2,13,1708,1761,1183,801,1545,354,309,141,18.3,1.64,,0.62,44.9,1,5,0.23809523,0,0,Sandhills,15.63,27.94,732.79,57.68,SandHills
CACR2,14,1708,1761,1083,1005,1594,1273,597,233,,2.82,3.53,,44.49,0,5,0.23809523,0,0,Sandhills,15.63,27.94,732.79,57.68,SandHills
CACR2,15,1708,1761,875,446,511,288,275,259,,2.68,,,40.27,2,5,0.23809523,0,0,Sandhills,15.63,27.94,732.79,57.68,SandHills
CACR2,16,1708,1761,512,389,416,387,1583,629,11.06,,,2.48,46.49,0,5,0.23809523,0,0,Sandhills,15.63,27.94,732.79,57.68,SandHills
CACR2,17,1708,1761,587,365,345,199,319,170,11.35,,,0.99,33.61,0,5,0.23809523,0,0,Sandhills,15.63,27.94,732.79,57.68,SandHills
CACR2,18,1708,1761,185,132,308,291,476,176,14.8,,,1.28,20.83,1,5,0.23809523,0,0,Sandhills,15.63,27.94,732.79,57.68,SandHills
CACR2,19,1708,1761,420,387,961,696,459,239,9.18,2.02,,1.32,23.07,0,5,0.23809523,0,0,Sandhills,15.63,27.94,732.79,57.68,SandHills
CACR2,20,1708,1761,413,268,364,262,513,356,4.45,5.65,4.19,0.36,15.5,0,5,0.23809523,0,0,Sandhills,15.63,27.94,732.79,57.68,SandHills
CACR2,21,1708,1761,576,405,649,523,524,101,2.7,2.52,1.65,0.37,26.11,0,5,0.23809523,0,0,Sandhills,15.63,27.94,732.79,57.68,SandHills
CACR2,22,1708,1761,1627,1272,1655,1477,268,161,17.53,6.72,,1.01,30.74,1,5,0.23809523,0,0,Sandhills,15.63,27.94,732.79,57.68,SandHills
CACR2,23,1708,1761,1670,1166,1674,1251,1608,824,5.87,5.72,3.75,0.33,14.64,0,5,0.23809523,0,0,Sandhills,15.63,27.94,732.79,57.68,SandHills
CACR2,24,1708,1761,615,408,292,525,307,223,6.37,0.71,7.09,0.87,12.12,0,5,0.23809523,0,0,Sandhills,15.63,27.94,732.79,57.68,SandHills
CACR2,25,1708,1761,372,334,207,178,932,866,6.44,1.17,3.67,3.11,7.55,0,5,0.23809523,0,0,Sandhills,15.63,27.94,732.79,57.68,SandHills
CACR3,1,1784,1904,936,561,1669,1125,1200,496,,4.79,4.78,,21.93,0,5,0.23809523,0,1,Sandhills,15.63,27.94,732.79,58.91,SandHills
CACR3,2,1784,1904,458,311,802,739,622,348,3.64,4.86,,0.42,14.27,0,5,0.23809523,0,1,Sandhills,15.63,27.94,732.79,58.91,SandHills
CACR3,3,1784,1904,328,149,625,260,912,367,4.5,2.18,,0.12,6.9,1,5,0.23809523,0,1,Sandhills,15.63,27.94,732.79,58.91,SandHills
CACR3,4,1784,1904,771,367,1109,626,543,334,18.69,3.91,,0.51,11.2,0,5,0.23809523,0,1,Sandhills,15.63,27.94,732.79,58.91,SandHills
CACR3,5,1784,1904,1702,1660,1680,1110,1699,1309,,3.51,,0.01,13.71,0,5,0.23809523,0,1,Sandhills,15.63,27.94,732.79,58.91,SandHills
CACR3,6,1784,1904,1704,1338,1338,648,1690,1137,1.33,7.29,,0.79,15.54,1,5,0.23809523,0,1,Sandhills,15.63,27.94,732.79,58.91,SandHills
CACR3,7,1784,1904,1340,541,1482,948,1020,210,17.12,4.26,,2.08,7.47,1,5,0.23809523,0,1,Sandhills,15.63,27.94,732.79,58.91,SandHills
CACR3,8,1784,1904,837,682,1542,1177,656,393,18.92,3.48,,0.57,19.25,0,5,0.23809523,0,1,Sandhills,15.63,27.94,732.79,58.91,SandHills
CACR3,9,1784,1904,544,338,367,202,585,361,,1.84,,,18.09,0,5,0.23809523,0,1,Sandhills,15.63,27.94,732.79,58.91,SandHills
CACR3,10,1784,1904,771,657,719,318,367,306,,3.65,4.54,,21.09,1,5,0.23809523,0,1,Sandhills,15.63,27.94,732.79,58.91,SandHills
CACR3,11,1784,1904,1245,982,722,403,951,482,19.21,5.66,1.51,1.76,42.59,0,5,0.23809523,0,1,Sandhills,15.63,27.94,732.79,58.91,SandHills
CACR3,12,1784,1904,469,300,749,452,820,748,,7.41,5.15,,22.18,0,5,0.23809523,0,1,Sandhills,15.63,27.94,732.79,58.91,SandHills
CACR3,13,1784,1904,430,380,593,381,1674,1077,9.71,1.03,,0.64,23.77,1,5,0.23809523,0,1,Sandhills,15.63,27.94,732.79,58.91,SandHills
CACR3,14,1784,1904,1621,667,306,249,276,223,0.96,,,0.07,9.53,0,5,0.23809523,0,1,Sandhills,15.63,27.94,732.79,58.91,SandHills
CACR3,15,1784,1904,1713,1614,1374,1093,1700,1540,11.89,7.69,3.38,0.8,7.97,1,5,0.23809523,0,1,Sandhills,15.63,27.94,732.79,58.91,SandHills
CACR3,16,1784,1904,1753,1628,1285,963,268,199,20.92,,,1.57,6.33,0,5,0.23809523,0,1,Sandhills,15.63,27.94,732.79,58.91,SandHills
CACR3,17,1784,1904,1592,1053,1768,1316,1617,403,1.45,,,,8.71,0,5,0.23809523,0,1,Sandhills,15.63,27.94,732.79,58.91,SandHills
CACR3,18,1784,1904,330,215,382,250,321,212,15.56,2.67,,1.65,5.72,0,5,0.23809523,0,1,Sandhills,15.63,27.94,732.79,58.91,SandHills
CACR3,19,1784,1904,423,316,1756,854,765,602,,2.53,,,9.01,1,5,0.23809523,0,1,Sandhills,15.63,27.94,732.79,58.91,SandHills
CACR3,20,1784,1904,865,510,1771,789,1701,868,20.26,13.49,,1.53,12.75,1,5,0.23809523,0,1,Sandhills,15.63,27.94,732.79,58.91,SandHills
CACR3,21,1784,1904,727,344,378,292,1602,324,9.9,3.9,,1.28,3.98,0,5,0.23809523,0,1,Sandhills,15.63,27.94,732.79,58.91,SandHills
CACR3,22,1784,1904,1835,1253,1705,1330,1588,1381,15.09,2.73,,0.89,7.11,0,5,0.23809523,0,1,Sandhills,15.63,27.94,732.79,58.91,SandHills
CACR3,23,1784,1904,426,261,1724,1169,1704,992,6.21,1.45,,0.86,5.12,0,5,0.23809523,0,1,Sandhills,15.63,27.94,732.79,58.91,SandHills
CACR3,24,1784,1904,1760,826,1792,1552,1773,1516,32.53,,,2.61,6.76,0,5,0.23809523,0,1,Sandhills,15.63,27.94,732.79,58.91,SandHills
CACR3,25,1784,1904,1754,1402,1701,968,1410,467,33.03,,,2.98,9.18,1,5,0.23809523,0,1,Sandhills,15.63,27.94,732.79,58.91,SandHills
WEWO,1,1864,1670,1691,1217,1372,937,520,253,,2,,,72.96,1,2.5,0.4090909,1,1,Sandhills,15.63,27.94,732.79,130.75,SandHills
WEWO,2,1864,1670,1742,1616,1839,1760,1801,1580,4.62,2.49,,4.45,48.62,1,2.5,0.4090909,1,1,Sandhills,15.63,27.94,732.79,130.75,SandHills
WEWO,3,1864,1670,1869,1458,1066,328,1876,1308,6.44,,0.49,6.31,35.31,0,2.5,0.4090909,1,1,Sandhills,15.63,27.94,732.79,130.75,SandHills
WEWO,4,1864,1670,498,146,175,148,574,241,8.24,5.95,,10.42,24.67,0,2.5,0.4090909,1,1,Sandhills,15.63,27.94,732.79,130.75,SandHills
WEWO,5,1864,1670,779,419,451,329,1140,1003,8.72,5.94,,8.51,25.38,0,2.5,0.4090909,1,1,Sandhills,15.63,27.94,732.79,130.75,SandHills
WEWO,6,1864,1670,1892,1577,1950,1324,1923,1711,8.5,0.51,0.37,7.72,26.46,0,2.5,0.4090909,1,1,Sandhills,15.63,27.94,732.79,130.75,SandHills
WEWO,7,1864,1670,1979,1234,1924,1788,1802,1634,5.34,6.71,2.23,5.71,18.92,0,2.5,0.4090909,1,1,Sandhills,15.63,27.94,732.79,130.75,SandHills
WEWO,8,1864,1670,1843,1808,1966,1738,1965,1648,8.59,,,6.84,55.57,0,2.5,0.4090909,1,1,Sandhills,15.63,27.94,732.79,130.75,SandHills
WEWO,9,1864,1670,1880,1656,1983,1914,,,,4.03,,,77.09,1,2.5,0.4090909,1,1,Sandhills,15.63,27.94,732.79,130.75,SandHills
WEWO,10,1864,1670,375,211,315,204,275,225,,0.48,,,70.18,3,2.5,0.4090909,1,1,Sandhills,15.63,27.94,732.79,130.75,SandHills
WEWO,11,1864,1670,1952,1832,701,606,1463,1157,1.01,,,1.21,59.19,0,2.5,0.4090909,1,1,Sandhills,15.63,27.94,732.79,130.75,SandHills
WEWO,12,1864,1670,1472,1427,1851,1809,1819,1790,,0.23,,,68.31,1,2.5,0.4090909,1,1,Sandhills,15.63,27.94,732.79,130.75,SandHills
WEWO,13,1864,1670,1852,1830,1918,1663,1840,1590,,3.13,,,71.43,3,2.5,0.4090909,1,1,Sandhills,15.63,27.94,732.79,130.75,SandHills
WEWO,14,1864,1670,1925,1715,1809,1573,796,574,6.78,7.59,,3.29,30.2,0,2.5,0.4090909,1,1,Sandhills,15.63,27.94,732.79,130.75,SandHills
WEWO,15,1864,1670,1906,735,1947,1882,1816,1541,8.21,0.4,,5.96,50.52,0,2.5,0.4090909,1,1,Sandhills,15.63,27.94,732.79,130.75,SandHills
WEWO,16,1864,1670,1404,1154,420,242,450,260,,3.75,,,65.78,2,2.5,0.4090909,1,1,Sandhills,15.63,27.94,732.79,130.75,SandHills
WEWO,17,1864,1670,704,505,940,871,538,500,,15.38,,,61.76,2,2.5,0.4090909,1,1,Sandhills,15.63,27.94,732.79,130.75,SandHills
WEWO,18,1864,1670,229,213,379,192,207,169,,7.57,,,70.01,2,2.5,0.4090909,1,1,Sandhills,15.63,27.94,732.79,130.75,SandHills
WEWO,19,1864,1670,331,255,472,396,650,505,,5.86,,,49.79,1,2.5,0.4090909,1,1,Sandhills,15.63,27.94,732.79,130.75,SandHills
WEWO,20,1864,1670,1055,970,1734,1147,895,646,,,,,61.72,0,2.5,0.4090909,1,1,Sandhills,15.63,27.94,732.79,130.75,SandHills
WEWO,21,1864,1670,1230,1035,1437,1272,1289,482,,1.51,,,51.25,0,2.5,0.4090909,1,1,Sandhills,15.63,27.94,732.79,130.75,SandHills
WEWO,22,1864,1670,1058,973,1295,1094,501,440,,9.03,,,64.37,0,2.5,0.4090909,1,1,Sandhills,15.63,27.94,732.79,130.75,SandHills
WEWO,23,1864,1670,1809,1783,1882,1692,1788,1694,0.43,1.06,,2.91,55.87,2,2.5,0.4090909,1,1,Sandhills,15.63,27.94,732.79,130.75,SandHills
WEWO,24,1864,1670,330,318,370,356,460,442,,1.99,,,79.36,2,2.5,0.4090909,1,1,Sandhills,15.63,27.94,732.79,130.75,SandHills
WEWO,25,1864,1670,439,192,709,459,280,144,,3.81,,,84.59,0,2.5,0.4090909,1,1,Sandhills,15.63,27.94,732.79,130.75,SandHills
BLSF1,1,1717,1991,1330,1084,1672,1546,1659,1312,,1.62,,,48.23,0,3,0.4,6,1,InnerCoastalPlain,15.48,28.09,808.23,27.24,CarolinaFlatwoods
BLSF1,2,1717,1991,544,230,612,429,282,199,0.99,7.88,,3.13,35.47,1,3,0.4,6,1,InnerCoastalPlain,15.48,28.09,808.23,27.24,CarolinaFlatwoods
BLSF1,3,1717,1991,303,171,817,246,1348,637,1.49,4.52,0.3,1.15,62.81,0,3,0.4,6,1,InnerCoastalPlain,15.48,28.09,808.23,27.24,CarolinaFlatwoods
BLSF1,4,1717,1991,1716,1715,1276,902,920,520,2.32,7.95,0.15,3.65,37.34,0,3,0.4,6,1,InnerCoastalPlain,15.48,28.09,808.23,27.24,CarolinaFlatwoods
BLSF1,5,1717,1991,1276,409,816,577,1740,1172,3.76,0.8,0.05,11.21,20.98,0,3,0.4,6,1,InnerCoastalPlain,15.48,28.09,808.23,27.24,CarolinaFlatwoods
BLSF1,6,1717,1991,1745,1560,1808,1784,381,287,5.75,,,7.46,67.17,0,3,0.4,6,1,InnerCoastalPlain,15.48,28.09,808.23,27.24,CarolinaFlatwoods
